proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathwayClass	pathwayType
592067	6.3.4.10	Biotin--[propionyl-CoA-carboxylase (ATP-hydrolysing)] ligase.	ATP + biotin + apo-[propanoyl-CoA:carbon-dioxide ligase (ADP-forming)] = AMP + diphosphate + [propanoyl-CoA:carbon-dioxide ligase (ADP-forming)].		Multiple carboxylase deficiency, neonatal; MIM:253270.	Biotin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
592067	6.3.4.11	Biotin--[methylcrotonoyl-CoA-carboxylase] ligase.	ATP + biotin + apo-[3-methylcrotonoyl-CoA:carbon-dioxide ligase (ADP-forming)] = AMP + diphosphate + [3-methylcrotonoyl-CoA:carbon- dioxide ligase (ADP-forming)].					
592067	6.3.4.15	Biotin--[acetyl-CoA-carboxylase] ligase.	ATP + biotin + apo-[acetyl-CoA:carbon-dioxide ligase (ADP forming)] = AMP + diphosphate + [acetyl-CoA:carbon-dioxide ligase (ADP forming)].					
592067	6.3.4.9	Biotin--[methylmalonyl-CoA-carboxyltransferase] ligase.	ATP + biotin + apo-[methylmalonyl-CoA:pyruvate carboxyltransferase] = AMP + diphosphate + [methylmalonyl-CoA:pyruvate carboxyltransferase].					
592138	2.3.1.23	1-acylglycerophosphocholine O-acyltransferase.	Acyl-CoA + 1-acyl-sn-glycero-3-phosphocholine = CoA + 1,2-diacyl-sn- glycero-3-phosphocholine.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
592138	2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase.	Acyl-CoA + 1-acyl-sn-glycerol 3-phosphate = CoA + 1,2-diacyl-sn-glycerol 3-phosphate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
592174	3.6.4.13							
592190	2.5.1.61							
592220	1.1.1.320							
592229	1.1.1.320							
592231	1.1.1.289							
592280	3.4.11.26							
592414	1.6.2.2	Cytochrome-b5 reductase.	NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.	FAD.	Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.			
592432	2.5.1.21	Farnesyl-diphosphate farnesyltransferase.	2 farnesyl diphosphate = diphosphate + presqualene diphosphate.			Sterol biosynthesis	Lipid Metabolism	METABOLIC
592432	2.5.1.21	Farnesyl-diphosphate farnesyltransferase.	2 farnesyl diphosphate = diphosphate + presqualene diphosphate.			Terpenoid biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
592447	2.3.2.25							
592493	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.					
592616	3.5.1.98							
592636	1.14.19.22							
592636	1.14.19.6							
592654	1.2.1.41	Glutamate-5-semialdehyde dehydrogenase.	L-glutamate 5-semialdehyde + phosphate + NADP(+) = L-gamma- glutamyl 5-phosphate + NADPH.			Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
592654	1.2.1.41	Glutamate-5-semialdehyde dehydrogenase.	L-glutamate 5-semialdehyde + phosphate + NADP(+) = L-gamma- glutamyl 5-phosphate + NADPH.			Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
592663	2.3.1.97	Glycylpeptide N-tetradecanoyltransferase.	Tetradecanoyl-CoA + glycyl-peptide = CoA + N-tetradecanoylglycyl- peptide.					
592668	3.1.1.23	Acylglycerol lipase.	Hydrolyses glycerol monoesters of long-chain fatty acids.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
592705	1.1.1.25	Shikimate 5-dehydrogenase.	Shikimate + NADP(+) = 5-dehydroshikimate + NADPH.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
592705	2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase.	Phosphoenolpyruvate + 3-phosphoshikimate = phosphate + 5-O- (1-carboxyvinyl)-3-phosphoshikimate.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
592705	2.7.1.71	Shikimate kinase.	ATP + shikimate = ADP + shikimate 3-phosphate.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
592705	4.2.1.10	3-dehydroquinate dehydratase.	3-dehydroquinate = 3-dehydroshikimate + H(2)O.			Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
592705	4.2.3.4							
592716	2.4.1.259							
592716	2.4.1.261							
592719	2.4.1.259							
592719	2.4.1.261							
592906	2.1.1.310							
592915	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).					
593002	2.5.1.46							
593033	2.7.1.25	Adenylylsulfate kinase.	"ATP + adenylylsulfate = ADP + 3'-phosphoadenylylsulfate."			Sulfur metabolism	Energy Metabolism	METABOLIC
593033	2.7.1.25	Adenylylsulfate kinase.	"ATP + adenylylsulfate = ADP + 3'-phosphoadenylylsulfate."			Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
593033	2.7.1.25	Adenylylsulfate kinase.	"ATP + adenylylsulfate = ADP + 3'-phosphoadenylylsulfate."			Purine metabolism	Nucleotide Metabolism	METABOLIC
593035	1.8.4.10							
593035	1.8.4.8							
593055	3.1.26.5	Ribonuclease P.	"Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor."					
593083	4.4.1.5	Lactoylglutathione lyase.	(R)-S-lactoylglutathione = glutathione + methylglyoxal.			Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
593089	3.6.4.12							
593108	3.2.1.101	Mannan endo-1,6-beta-mannosidase.	Random hydrolysis of 1,6-beta-D-mannosidic linkages in unbranched 1,6-mannans.					
593157	1.1.1.26	Glycolate reductase.	Glycolate + NAD(+) = glyoxylate + NADH.			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
593161	1.1.1.170	3-beta-hydroxy-4-alpha-methylcholestenecarboxylate 3-dehydrogenase (decarboxylating).	3-beta-hydroxy-4-alpha-methyl-5-alpha-cholest-7-ene-4-beta-carboxylate + NAD(+) = 4-alpha-methyl-5-alpha-cholest-7-en-3-one + CO(2) + NADH.					
593175	2.7.11.1							
593192	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).					
593257	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
593257	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
593257	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
593257	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
593257	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
593257	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
593257	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase.	"The C-O-P bond 3' to the apurinic or apyrimidinic site in DNA is broken by a beta-elimination reaction, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate."					
593362	3.1.4.4	Phospholipase D.	A phosphatidylcholine + H(2)O = choline + a phosphatidate.			Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
593362	3.1.4.4	Phospholipase D.	A phosphatidylcholine + H(2)O = choline + a phosphatidate.			Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
593396	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
593396	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.					
593439	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
593477	3.6.4.13							
593511	5.5.1.4	Myo-inositol-1-phosphate synthase.	D-glucose 6-phosphate = 1L-myo-inositol 1-phosphate.	NAD.		Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
593511	5.5.1.4	Myo-inositol-1-phosphate synthase.	D-glucose 6-phosphate = 1L-myo-inositol 1-phosphate.	NAD.		Streptomycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
593553	2.7.4.8	Guanylate kinase.	ATP + GMP = ADP + GDP.			Purine metabolism	Nucleotide Metabolism	METABOLIC
593644	2.1.1.43	Histone-lysine N-methyltransferase.	S-adenosyl-L-methionine + histone L-lysine = S-adenosyl-L-homocysteine + histone N6-methyl-L-lysine.			Lysine degradation	Amino Acid Metabolism	METABOLIC
593692	3.6.4.12							
593722	3.6.4.12							
593841	3.1.3.16	Serine/threonine specific protein phosphatase.	A phosphoprotein + H(2)O = a protein + phosphate.					
593861	2.1.3.3	Ornithine carbamoyltransferase.	Carbamoyl phosphate + L-ornithine = phosphate + L-citrulline.		Ornithine transcarbamylase deficiency; MIM:311250.	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
593861	2.1.3.3	Ornithine carbamoyltransferase.	Carbamoyl phosphate + L-ornithine = phosphate + L-citrulline.		Ornithine transcarbamylase deficiency; MIM:311250.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
593878	1.1.1.22	UDP-glucose 6-dehydrogenase.	UDP-glucose + 2 NAD(+) + H(2)O = UDP-glucuronate + 2 NADH.			Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
593878	1.1.1.22	UDP-glucose 6-dehydrogenase.	UDP-glucose + 2 NAD(+) + H(2)O = UDP-glucuronate + 2 NADH.			Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
593878	1.1.1.22	UDP-glucose 6-dehydrogenase.	UDP-glucose + 2 NAD(+) + H(2)O = UDP-glucuronate + 2 NADH.			Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
593895	1.11.1.15							
593912	3.1.3.37	Sedoheptulose-bisphosphatase.	Sedoheptulose 1,7-bisphosphate + H(2)O = sedoheptulose 7-phosphate + phosphate.			Carbon fixation	Energy Metabolism	METABOLIC
594012	6.1.1.22	Asparagine--tRNA ligase.	ATP + L-asparagine + tRNA(Asn) = AMP + diphosphate + L-asparaginyl- tRNA(Asn).			Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
594012	6.1.1.22	Asparagine--tRNA ligase.	ATP + L-asparagine + tRNA(Asn) = AMP + diphosphate + L-asparaginyl- tRNA(Asn).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
594103	3.1.3.96							
594121	3.4.21.48	Cerevisin.	Hydrolysis of proteins with broad specificity, and of BZ-Arg-OET > Ac-Tyr-OET. Does not hydrolyse peptide amides.					
594164	3.1.26.5	Ribonuclease P.	"Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor."					
594172	1.11.1.5	Cytochrome-c peroxidase.	2 ferrocytochrome c + H(2)O(2) = 2 ferricytochrome c + 2 H(2)O.	Heme.				
594217	2.3.2.23							
594223	3.1.3.3	Phosphoserine phosphatase.	Phosphoserine + H(2)O = serine + phosphate.			Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
594392	2.4.1.267							
594410	1.1.1.343							
594410	1.1.1.44	Phosphogluconate dehydrogenase (decarboxylating).	6-phospho-D-gluconate + NADP(+) = D-ribulose 5-phosphate + CO(2) + NADPH.		6-phosphogluconate dehydrogenase deficiency; MIM: 172200.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
594433	2.7.1.83	Pseudouridine kinase.	"ATP + pseudouridine = ADP + pseudouridine 5'-phosphate."			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
594433	4.2.1.70	Pseudouridylate synthase.	"Uracil + D-ribose 5-phosphate = pseudouridine 5'-phosphate + H(2)O."			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
594515	2.7.11.1							
594559	4.2.99.18	DNA-(apurinic or apyrimidinic site) lyase.	"The C-O-P bond 3' to the apurinic or apyrimidinic site in DNA is broken by a beta-elimination reaction, leaving a 3'-terminal unsaturated sugar and a product with a terminal 5'-phosphate."					
594651	5.4.99.28							
594652	2.7.11.22							
594652	2.7.11.23							
594687	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
594687	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
594687	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Cyanoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
594687	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
594687	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
594687	3.5.1.4	Amidase.	A monocarboxylic acid amide + H(2)O = a monocarboxylate + NH(3).			Styrene degradation	Biodegradation of Xenobiotics	METABOLIC
594730	3.2.2.29							
594740	3.6.4.13							
594742	3.1.26.5	Ribonuclease P.	"Endonucleolytic cleavage of RNA, removing 5'-extra-nucleotide from tRNA precursor."					
594747	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).					
594765	3.4.11.9	Xaa-Pro aminopeptidase.	Release of any N-terminal amino acid, including proline, that is linked with proline, even from a dipeptide or tripeptide.	Manganese or Cobalt.				
594864	2.3.1.24	Sphingosine N-acyltransferase.	Acyl-CoA + sphingosine = CoA + N-acylsphingosine.			Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
594864	2.3.1.24	Sphingosine N-acyltransferase.	Acyl-CoA + sphingosine = CoA + N-acylsphingosine.			Sphingophospholipid biosynthesis	Metabolism of Complex Lipids	METABOLIC
594888	3.4.17.21	Glutamate carboxypeptidase II.	Release of an unsubstituted, C-terminal glutamyl residue, typically from Ac-Asp-Glu or folylpoly-gamma-glutamates.	Zinc.				
594913	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).					
594932	2.3.2.5	Glutaminyl-peptide cyclotransferase.	L-glutaminyl-peptide = 5-oxoprolyl-peptide + NH(3).					
594939	6.1.1.12	Aspartate--tRNA ligase.	ATP + L-aspartate + tRNA(Asp) = AMP + diphosphate + L-aspartyl- tRNA(Asp).			Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
594939	6.1.1.12	Aspartate--tRNA ligase.	ATP + L-aspartate + tRNA(Asp) = AMP + diphosphate + L-aspartyl- tRNA(Asp).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
595010	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.					
595040	3.5.4.1	Cytosine deaminase.	Cytosine + H(2)O = uracil + NH(3).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
595134	6.1.1.7	Alanine--tRNA ligase.	ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).			Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
595134	6.1.1.7	Alanine--tRNA ligase.	ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).			  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
595138	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
595138	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Folate biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
595138	3.1.3.1	Alkaline phosphatase.	An orthophosphoric monoester + H(2)O = an alcohol + phosphate.	Zinc; Magnesium.	Hypophosphatasia, adult; MIM:146300. Hypophosphatasia, childhood; MIM:241510. Hypophosphatasia, infantile; MIM:214500.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
595162	2.4.2.1	Purine-nucleoside phosphorylase.	Purine nucleoside + phosphate = purine + alpha-D-ribose 1-phosphate.		T-cell immunodeficiency with neurologic disorder; MIM:164050.	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
595162	2.4.2.1	Purine-nucleoside phosphorylase.	Purine nucleoside + phosphate = purine + alpha-D-ribose 1-phosphate.		T-cell immunodeficiency with neurologic disorder; MIM:164050.	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
595162	2.4.2.1	Purine-nucleoside phosphorylase.	Purine nucleoside + phosphate = purine + alpha-D-ribose 1-phosphate.		T-cell immunodeficiency with neurologic disorder; MIM:164050.	Purine metabolism	Nucleotide Metabolism	METABOLIC
595171	2.7.2.4	Aspartate kinase.	ATP + L-aspartate = ADP + 4-phospho-L-aspartate.			Lysine biosynthesis	Amino Acid Metabolism	METABOLIC
595171	2.7.2.4	Aspartate kinase.	ATP + L-aspartate = ADP + 4-phospho-L-aspartate.			Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
595193	1.1.1.283							
595237	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
595237	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
595237	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
595284	3.6.4.12							
595288	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).					
595292	3.1.1.3	Triacylglycerol lipase.	Triacylglycerol + H(2)O = diacylglycerol + a fatty acid anion.		Hepatic lipase deficiency; MIM:151670. Congenital lipase deficiency; MIM:246600. Wolman disease; MIM:278000.	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
595307	2.1.1.181							
595336	2.7.11.1							
595339	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
595347	2.3.3.1	Citrate (si)-synthase.		Citrate + CoA = acetyl-CoA + H(2)O + oxaloacetate.				
595358	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).			  RNA polymerase	TRANSCRIPTION	REGULATORY
595358	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
595358	2.7.7.6	DNA-directed RNA polymerase.	N nucleoside triphosphate = N diphosphate + {RNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
595397	5.3.4.1	Protein disulfide isomerase.	Rearrangement of both intrachain and interchain disulfide bonds in proteins to form the native structures.					
595425	3.6.1.62							
595523	2.1.1.202							
595543	2.3.2.27							
595547	3.6.4.12							
595556	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.			Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
595566	2.1.1.211							
595589	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
595589	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
595589	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
595629	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.				
595644	2.3.2.23							
595683	6.2.1.16	Acetoacetate--CoA ligase.	ATP + acetoacetate + CoA = AMP + diphosphate + acetoacetyl-CoA.			Butanoate metabolism	Carbohydrate Metabolism	METABOLIC
595721	2.3.1.234							
595755	3.4.13.9	Xaa-Pro dipeptidase.	Hydrolysis of Xaa-|-Pro dipeptides; also acts on aminoacyl- hydroxyproline analogs. No action on Pro-|-Pro.	Manganese.	Prolidase deficiency; MIM:170100.			
595863	2.7.1.12	Gluconokinase.	ATP + D-gluconate = ADP + 6-phospho-D-gluconate.			Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
595869	5.4.2.3	Phosphoacetylglucosamine mutase.	N-acetyl-D-glucosamine 1-phosphate = N-acetyl-D-glucosamine 6-phosphate.			Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
595886	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Bile acid biosynthesis	Lipid Metabolism	METABOLIC
595886	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
595886	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
595886	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
595886	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.		Fatty acid metabolism	Lipid Metabolism	METABOLIC
595886	1.1.1.284							
595890	5.3.1.8	Mannose-6-phosphate isomerase.	D-mannose 6-phosphate = D-fructose 6-phosphate.	Zinc.		Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
595916	2.1.1.34	"tRNA (guanosine-2'-O-)-methyltransferase."	"S-adenosyl-L-methionine + tRNA = S-adenosyl-L-homocysteine + tRNA containing 2'-O-methylguanosine."					
595949	2.7.12.1							
596045	2.3.1.24	Sphingosine N-acyltransferase.	Acyl-CoA + sphingosine = CoA + N-acylsphingosine.			Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
596045	2.3.1.24	Sphingosine N-acyltransferase.	Acyl-CoA + sphingosine = CoA + N-acylsphingosine.			Sphingophospholipid biosynthesis	Metabolism of Complex Lipids	METABOLIC
596123	1.1.1.26	Glycolate reductase.	Glycolate + NAD(+) = glyoxylate + NADH.			Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
596221	1.3.1.33	Protochlorophyllide reductase.	Chlorophyllide A + NADP(+) = protochlorophyllide + NADPH.			Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
596226	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Purine metabolism	Nucleotide Metabolism	METABOLIC
596226	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
596226	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).			Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
596283	2.7.1.67	1-phosphatidylinositol 4-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 4-phosphate.			Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
596287	2.1.2.2	Phosphoribosylglycinamide formyltransferase.	"10-formyltetrahydrofolate + 5'-phosphoribosylglycinamide = tetrahydrofolate + 5'-phosphoribosyl-N-formylglycinamide."			Purine metabolism	Nucleotide Metabolism	METABOLIC
596287	2.1.2.2	Phosphoribosylglycinamide formyltransferase.	"10-formyltetrahydrofolate + 5'-phosphoribosylglycinamide = tetrahydrofolate + 5'-phosphoribosyl-N-formylglycinamide."			One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
596474	2.7.11.1							
596516	3.6.4.13							
596524	3.6.4.13							
596544	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Oxidative phosphorylation	Energy Metabolism	METABOLIC
596544	1.6.5.3	NADH dehydrogenase (ubiquinone).	NADH + ubiquinone = NAD(+) + ubiquinol.	FAD; Iron-sulfur.		Ubiquinone biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
596544	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.				
596552	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
596559	2.5.1.48							
596595	4.4.1.36							
596623	2.7.1.48	Uridine kinase.	ATP + uridine = ADP + UMP.		Immunodeficiency disease; MIM:191710.	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
596644	2.3.1.158							
596658	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).					
596664	2.7.1.67	1-phosphatidylinositol 4-kinase.	ATP + 1-phosphatidyl-1D-myo-inositol = ADP + 1-phosphatidyl-1D-myo- inositol 4-phosphate.			Inositol phosphate metabolism	Metabolism of Complex Lipids	METABOLIC
596675	2.4.1.142	Chitobiosyldiphosphodolichol alpha-mannosyltransferase.	GDP-mannose + chitobiosyldiphosphodolichol = GDP + alpha-D-mannosylchitobiosyldiphosphodolichol.			N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
596696	2.1.1.320							
596816	3.4.13.9	Xaa-Pro dipeptidase.	Hydrolysis of Xaa-|-Pro dipeptides; also acts on aminoacyl- hydroxyproline analogs. No action on Pro-|-Pro.	Manganese.	Prolidase deficiency; MIM:170100.			
596961	4.1.3.38							
596993	2.1.1.166							
596993	2.1.1.168							
597003	1.1.1.133	dTDP-4-dehydrorhamnose reductase.	dTDP-6-deoxy-L-mannose + NADP(+) = dTDP-4-dehydro-6-deoxy-L-mannose + NADPH.			Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
597003	2.5.1.6	Methionine adenosyltransferase.	ATP + L-methionine + H(2)O = phosphate + diphosphate + S-adenosyl- L-methionine.		Hypermethioninemia due to methionine adenosyltransferase; MIM:250850.	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
