#proteinId	ecNum	definition	catalyticActivity	cofactors	associatedDiseases	pathway	pathway_class	pathway_type
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - lact series	Metabolism of Complex Lipids	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Blood group glycolipid biosynthesis - neolact series	Metabolism of Complex Lipids	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Globoside metabolism	Metabolism of Complex Lipids	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Chondroitin / heparan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	Keratan sulfate biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
274884	2.4.1.-	Hexosyltransferases.	\N	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Cysteine metabolism	Amino Acid Metabolism	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Alkaloid biosynthesis I	Biosynthesis of Secondary Metabolites	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Carbon fixation	Energy Metabolism	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
274892	2.6.1.1	Aspartate aminotransferase.	L-aspartate + 2-oxoglutarate = oxaloacetate + L-glutamate.	Pyridoxal-phosphate.	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
274911	3.2.1.106	Mannosyl-oligosaccharide glucosidase.	Exohydrolysis of the non-reducing terminal glucose residue in the mannosyl-oligosaccharide Glc(3)Man(9)GlcNAc(2).	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
274918	2.7.4.6	Nucleoside-diphosphate kinase.	ATP + nucleoside diphosphate = ADP + nucleoside triphosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
274918	2.7.4.6	Nucleoside-diphosphate kinase.	ATP + nucleoside diphosphate = ADP + nucleoside triphosphate.	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
274996	2.7.-.-	Transferring phosphorous-containing groups.	\N	\N	\N	\N	\N	\N
275006	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.	\N	\N	\N	\N	\N
275023	3.6.3.44	Xenobiotic-transporting ATPase.	ATP + H(2)O + xenobiotic(In) = ADP + phosphate + xenobiotic(Out).	\N	\N	\N	\N	\N
275028	2.4.1.34	1,3-beta-glucan synthase.	UDP-glucose + {(1,3)-beta-D-glucosyl}(N) = UDP + {(1,3)-beta-D- glucosyl}(N+1).	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
275034	1.1.1.95	Phosphoglycerate dehydrogenase.	3-phosphoglycerate + NAD(+) = 3-phosphohydroxypyruvate + NADH.	\N	3-phosphoglycerate dehydrogenase deficiency; MIM:601815.	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
275050	3.7.1.3	Kynureninase.	L-kynurenine + H(2)O = anthranilate + L-alanine.	Pyridoxal-phosphate.	Xanthurenicaciduria; MIM:278600.	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
275092	2.7.1.29	Glycerone kinase.	ATP + glycerone = ADP + glycerone phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
275096	1.6.2.2	Cytochrome-b5 reductase.	NADH + 2 ferricytochrome b5 = NAD(+) + 2 ferrocytochrome b5.	FAD.	Methemoglobinemia enzymopathic forms I, II, III; MIM:250800.	\N	\N	\N
275119	3.1.-.-	Acting on ester bonds.	\N	\N	\N	\N	\N	\N
275131	2.1.1.107	Uroporphyrin-III C-methyltransferase.	2 S-adenosyl-L-methionine + uroporphyrin III = 2 S-adenosyl-L- homocysteine + sirohydrochlorin.	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
275134	2.4.1.186	Glycogenin glucosyltransferase.	UDP-glucose + glycogenin = UDP + glucosylglycogenin.	\N	\N	\N	\N	\N
275150	3.7.1.5	Acylpyruvate hydrolase.	A 3-acylpyruvate + H(2)O = a fatty acid anion + pyruvate.	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
275208	1.14.11.13	Gibberellin 2-beta-dioxygenase.	Gibberellin 1 + 2-oxoglutarate + O(2) = 2-beta-hydroxygibberellin 1 + succinate + CO(2).	\N	\N	\N	\N	\N
275267	1.6.5.2	Transferred entry: 1.6.99.2.	\N	\N	\N	\N	\N	\N
275284	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
275284	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
275284	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
275284	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
275303	3.1.3.48	Protein-tyrosine-phosphatase.	Protein tyrosine phosphate + H(2)O = protein tyrosine + phosphate.	\N	\N	\N	\N	\N
275314	3.4.21.48	Cerevisin.	Hydrolysis of proteins with broad specificity, and of BZ-Arg-OET > Ac-Tyr-OET. Does not hydrolyse peptide amides.	\N	\N	\N	\N	\N
275317	2.4.1.142	Chitobiosyldiphosphodolichol alpha-mannosyltransferase.	GDP-mannose + chitobiosyldiphosphodolichol = GDP + alpha-D-mannosylchitobiosyldiphosphodolichol.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
275402	1.17.4.1	Ribonucleoside-diphosphate reductase.	2'-deoxyribonucleoside diphosphate + oxidized thioredoxin + H(2)O = ribonucleoside diphosphate + reduced thioredoxin.	Iron; ATP.	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
275402	1.17.4.1	Ribonucleoside-diphosphate reductase.	2'-deoxyribonucleoside diphosphate + oxidized thioredoxin + H(2)O = ribonucleoside diphosphate + reduced thioredoxin.	Iron; ATP.	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
275413	6.1.1.7	Alanine--tRNA ligase.	ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).	\N	\N	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
275413	6.1.1.7	Alanine--tRNA ligase.	ATP + L-alanine + tRNA(Ala) = AMP + diphosphate + L-alanyl-tRNA(Ala).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
275423	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).	\N	\N	\N	\N	\N
275434	1.1.2.4	D-lactate dehydrogenase (cytochrome).	(R)-lactate + 2 ferricytochrome c = pyruvate + 2 ferrocytochrome c.	FAD.	\N	Pyruvate metabolism	Carbohydrate Metabolism	METABOLIC
275475	3.2.1.101	Mannan endo-1,6-beta-mannosidase.	Random hydrolysis of 1,6-beta-D-mannosidic linkages in unbranched 1,6-mannans.	\N	\N	\N	\N	\N
275481	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).	\N	\N	Glyoxylate and dicarboxylate metabolism	Carbohydrate Metabolism	METABOLIC
275481	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).	\N	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC
275481	3.5.1.49	Formamidase.	Formamide + H(2)O = formate + NH(3).	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
275485	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Vitamin B6 metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
275485	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Porphyrin and chlorophyll metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
275485	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
275485	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Thiamine metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
275485	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
275485	3.1.3.-	Phosphoric monoester hydrolases.	\N	\N	\N	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
275494	5.2.1.8	Peptidylprolyl isomerase.	Peptidylproline (omega=180) = peptidylproline (omega=0).	\N	\N	\N	\N	\N
275500	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Streptomycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
275500	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Erythromycin biosynthesis	Biosynthesis of Secondary Metabolites	METABOLIC
275500	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
275500	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Aminosugars metabolism	Metabolism of Complex Carbohydrates	METABOLIC
275500	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
275500	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
275500	5.4.2.2	Phosphoglucomutase.	Alpha-D-glucose 1-phosphate = alpha-D-glucose 6-phosphate.	\N	\N	Galactose metabolism	Carbohydrate Metabolism	METABOLIC
275507	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
275633	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
275634	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
275634	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	Fatty acid metabolism	Lipid Metabolism	METABOLIC
275634	1.14.14.1	Unspecific monooxygenase.	RH + reduced flavoprotein + O(2) = ROH + oxidized flavoprotein + H(2)O.	Heme-thiolate.	\N	gamma-Hexachlorocyclohexane degradation	Biodegradation of Xenobiotics	METABOLIC
275641	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
275659	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
275695	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
275707	1.6.99.3	NADH dehydrogenase.	NADH + acceptor = NAD(+) + reduced acceptor.	Flavoprotein; Iron-sulfur.	\N	\N	\N	\N
275728	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
275728	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
275728	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
275728	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
275831	5.3.1.8	Mannose-6-phosphate isomerase.	D-mannose 6-phosphate = D-fructose 6-phosphate.	Zinc.	\N	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
275921	1.2.1.5	Aldehyde dehydrogenase (NAD(P)+).	An aldehyde + NAD(P)(+) + H(2)O = an acid + NAD(P)H.	\N	\N	Tyrosine metabolism	Amino Acid Metabolism	METABOLIC
275921	1.2.1.5	Aldehyde dehydrogenase (NAD(P)+).	An aldehyde + NAD(P)(+) + H(2)O = an acid + NAD(P)H.	\N	\N	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
275921	1.2.1.5	Aldehyde dehydrogenase (NAD(P)+).	An aldehyde + NAD(P)(+) + H(2)O = an acid + NAD(P)H.	\N	\N	Phenylalanine metabolism	Amino Acid Metabolism	METABOLIC
275921	1.2.1.5	Aldehyde dehydrogenase (NAD(P)+).	An aldehyde + NAD(P)(+) + H(2)O = an acid + NAD(P)H.	\N	\N	Histidine metabolism	Amino Acid Metabolism	METABOLIC
275924	5.1.3.1	Ribulose-phosphate 3-epimerase.	D-ribulose 5-phosphate = D-xylulose 5-phosphate.	\N	\N	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
275924	5.1.3.1	Ribulose-phosphate 3-epimerase.	D-ribulose 5-phosphate = D-xylulose 5-phosphate.	\N	\N	Carbon fixation	Energy Metabolism	METABOLIC
275924	5.1.3.1	Ribulose-phosphate 3-epimerase.	D-ribulose 5-phosphate = D-xylulose 5-phosphate.	\N	\N	Pentose and glucuronate interconversions	Carbohydrate Metabolism	METABOLIC
275947	1.1.1.24	Quinate 5-dehydrogenase.	Quinate + NAD(+) = 5-dehydroquinate + NADH.	\N	\N	Phenylalanine, tyrosine and tryptophan biosynthesis	Amino Acid Metabolism	METABOLIC
275949	6.1.1.19	Arginine--tRNA ligase.	ATP + L-arginine + tRNA(Arg) = AMP + diphosphate + L-arginyl-tRNA(Arg).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
275949	6.1.1.19	Arginine--tRNA ligase.	ATP + L-arginine + tRNA(Arg) = AMP + diphosphate + L-arginyl-tRNA(Arg).	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
275975	2.4.1.141	N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase.	UDP-N-acetyl-D-glucosamine + N-acetyl-D-glucosaminyl-diphosphodolichol = UDP + N,N''-diacetylchitobiosyldiphosphodolichol.	\N	\N	N-Glycans biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
275985	2.4.2.-	Pentosyltransferases.	\N	\N	\N	\N	\N	\N
276049	3.6.1.13	ADP-ribose pyrophosphatase.	ADP-ribose + H(2)O = AMP + D-ribose 5-phosphate.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
276070	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Peptidoglycan biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
276070	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Nitrogen metabolism	Energy Metabolism	METABOLIC
276070	6.3.1.2	Glutamate--ammonia ligase.	ATP + L-glutamate + NH(3) = ADP + phosphate + L-glutamine.	\N	\N	Glutamate metabolism	Amino Acid Metabolism	METABOLIC
276111	2.5.1.18	Glutathione transferase.	RX + glutathione = HX + R-S-glutathione.	\N	\N	Glutathione metabolism	Metabolism of Other Amino Acids	METABOLIC
276121	3.4.11.21	Aspartyl aminopeptidase.	Release of an N-terminal aspartate or glutamate from a peptide, with a preference for aspartate.	\N	\N	\N	\N	\N
276214	3.5.4.25	GTP cyclohydrolase II.	GTP + 3 H(2)O = formate + 2,5-diamino-6-hydroxy-4-(5- phosphoribosylamino)pyrimidine + diphosphate.	\N	\N	Riboflavin metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
276217	3.2.1.37	Xylan 1,4-beta-xylosidase.	Hydrolysis of 1,4-beta-D-xylans so as to remove successive D-xylose residues from the non-reducing termini.	\N	Xylosidase deficiency; MIM:278900.	Nucleotide sugars metabolism	Nucleotide Metabolism	METABOLIC
276217	3.2.1.37	Xylan 1,4-beta-xylosidase.	Hydrolysis of 1,4-beta-D-xylans so as to remove successive D-xylose residues from the non-reducing termini.	\N	Xylosidase deficiency; MIM:278900.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
276222	2.1.2.2	Phosphoribosylglycinamide formyltransferase.	10-formyltetrahydrofolate + 5'-phosphoribosylglycinamide = tetrahydrofolate + 5'-phosphoribosyl-N-formylglycinamide.	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
276222	2.1.2.2	Phosphoribosylglycinamide formyltransferase.	10-formyltetrahydrofolate + 5'-phosphoribosylglycinamide = tetrahydrofolate + 5'-phosphoribosyl-N-formylglycinamide.	\N	\N	One carbon pool by folate	Metabolism of Cofactors and Vitamins	METABOLIC
276268	3.1.1.29	Aminoacyl-tRNA hydrolase.	N-substituted aminoacyl-tRNA + H(2)O = N-substituted amino acid + tRNA.	\N	\N	\N	\N	\N
276274	3.1.1.5	Lysophospholipase.	2-lysophosphatidylcholine + H(2)O = glycerophosphocholine + a fatty acid anion.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
276323	6.1.1.2	Tryptophan--tRNA ligase.	ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl- tRNA(Trp).	\N	\N	Tryptophan metabolism	Amino Acid Metabolism	METABOLIC
276323	6.1.1.2	Tryptophan--tRNA ligase.	ATP + L-tryptophan + tRNA(Trp) = AMP + diphosphate + L-tryptophanyl- tRNA(Trp).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
276339	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
276408	3.4.11.5	Prolyl aminopeptidase.	Release of a N-terminal proline from a peptide.	Manganese.	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
276435	3.1.27.-	Endoribonucleases producing other than 5'-phosphomonoesters.	\N	\N	\N	\N	\N	\N
276453	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.	\N	\N	Phospholipid degradation	Metabolism of Complex Lipids	METABOLIC
276453	3.1.4.46	Glycerophosphodiester phosphodiesterase.	A glycerophosphodiester + H(2)O = an alcohol + sn-glycerol 3-phosphate.	\N	\N	Glycerolipid metabolism	Metabolism of Complex Lipids	METABOLIC
276501	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Purine metabolism	Nucleotide Metabolism	METABOLIC
276501	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	  DNA polymerase	REPLICATION AND REPAIR	REGULATORY
276501	2.7.7.7	DNA-directed DNA polymerase.	N deoxynucleoside triphosphate = N diphosphate + {DNA}(N).	\N	\N	Pyrimidine metabolism	Nucleotide Metabolism	METABOLIC
276528	1.14.13.22	Cyclohexanone monooxygenase.	Cyclohexanone + NADPH + O(2) = 6-hexanolide + NADP(+) + H(2)O.	FAD.	\N	Caprolactam degradation	Biodegradation of Xenobiotics	METABOLIC
276540	2.4.1.80	Ceramide glucosyltransferase.	UDP-glucose + N-acylsphingosine = UDP + D-glucosyl-N-acylsphingosine.	\N	\N	Sphingoglycolipid metabolism	Metabolism of Complex Lipids	METABOLIC
276553	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
276553	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
276553	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
276553	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
276589	3.4.24.56	Insulysin.	Degradation of insulin, glucagon and other polypeptides. No action on proteins.	Zinc.	\N	\N	\N	\N
276729	6.1.1.10	Methionine--tRNA ligase.	ATP + L-methionine + tRNA(Met) = AMP + diphosphate + L-methionyl- tRNA(Met).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
276729	6.1.1.10	Methionine--tRNA ligase.	ATP + L-methionine + tRNA(Met) = AMP + diphosphate + L-methionyl- tRNA(Met).	\N	\N	Methionine metabolism	Amino Acid Metabolism	METABOLIC
276729	6.1.1.10	Methionine--tRNA ligase.	ATP + L-methionine + tRNA(Met) = AMP + diphosphate + L-methionyl- tRNA(Met).	\N	\N	Selenoamino acid metabolism	Metabolism of Other Amino Acids	METABOLIC
276732	3.4.25.1	Proteasome endopeptidase complex.	Cleavage at peptide bonds with very broad specificity.	\N	\N	\N	\N	\N
276762	3.5.1.-	In linear amides.	\N	\N	\N	Nicotinate and nicotinamide metabolism	Metabolism of Cofactors and Vitamins	METABOLIC
276762	3.5.1.-	In linear amides.	\N	\N	\N	Pantothenate and CoA biosynthesis	Metabolism of Cofactors and Vitamins	METABOLIC
276762	3.5.1.-	In linear amides.	\N	\N	\N	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
276762	3.5.1.-	In linear amides.	\N	\N	\N	Lipopolysaccharide biosynthesis	Metabolism of Complex Carbohydrates	METABOLIC
276770	3.-.-.-	Hydrolases.	\N	\N	\N	\N	\N	\N
276813	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
276832	6.3.2.19	Ubiquitin--protein ligase.	ATP + ubiquitin + protein lysine = AMP + diphosphate + protein N-ubiquityllysine.	\N	\N	\N	\N	\N
276838	2.7.1.39	Homoserine kinase.	ATP + L-homoserine = ADP + O-phospho-L-homoserine.	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
276843	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.	\N	Citrullinemia; MIM:215700.	Arginine and proline metabolism	Amino Acid Metabolism	METABOLIC
276843	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.	\N	Citrullinemia; MIM:215700.	Urea cycle and metabolism of amino groups	Amino Acid Metabolism	METABOLIC
276843	6.3.4.5	Argininosuccinate synthase.	ATP + L-citrulline + L-aspartate = AMP + diphosphate + L-argininosuccinate.	\N	Citrullinemia; MIM:215700.	Alanine and aspartate metabolism	Amino Acid Metabolism	METABOLIC
276864	3.1.3.11	Fructose-bisphosphatase.	D-fructose 1,6-bisphosphate + H(2)O = D-fructose 6-phosphate + phosphate.	\N	Fructose-1,6-bisphosphatase deficiency; MIM:229700.	Glycolysis / Gluconeogenesis	Carbohydrate Metabolism	METABOLIC
276864	3.1.3.11	Fructose-bisphosphatase.	D-fructose 1,6-bisphosphate + H(2)O = D-fructose 6-phosphate + phosphate.	\N	Fructose-1,6-bisphosphatase deficiency; MIM:229700.	Carbon fixation	Energy Metabolism	METABOLIC
276864	3.1.3.11	Fructose-bisphosphatase.	D-fructose 1,6-bisphosphate + H(2)O = D-fructose 6-phosphate + phosphate.	\N	Fructose-1,6-bisphosphatase deficiency; MIM:229700.	Pentose phosphate pathway	Carbohydrate Metabolism	METABOLIC
276864	3.1.3.11	Fructose-bisphosphatase.	D-fructose 1,6-bisphosphate + H(2)O = D-fructose 6-phosphate + phosphate.	\N	Fructose-1,6-bisphosphatase deficiency; MIM:229700.	Fructose and mannose metabolism	Carbohydrate Metabolism	METABOLIC
276897	3.4.19.12	Ubiquitinyl hydrolase 1.	Thiol-dependent hydrolysis of ester, thiolester, amide, peptide and isopeptide bonds formed by the C-terminal Gly of ubiquitin (a 76-residue protein attached to proteins as an intracellular targeting signal).	\N	\N	\N	\N	\N
276901	3.1.2.-	Thiolester hydrolases.	\N	\N	\N	Benzoate degradation via CoA ligation	Biodegradation of Xenobiotics	METABOLIC
276944	2.4.1.1	Phosphorylase.	{(1,4)-alpha-D-glucosyl}(N) + phosphate = {(1,4)-alpha-D-glucosyl}(N-1) + alpha-D-glucose 1-phosphate.	\N	Glycogen storage disease V; MIM:232600. Glycogen storage disease VI; MIM:232700.	Starch and sucrose metabolism	Metabolism of Complex Carbohydrates	METABOLIC
276950	6.1.1.11	Serine--tRNA ligase.	ATP + L-serine + tRNA(Ser) = AMP + diphosphate + L-seryl-tRNA(Ser).	\N	\N	  Aminoacyl-tRNA biosynthesis	TRANSLATION	REGULATORY
276950	6.1.1.11	Serine--tRNA ligase.	ATP + L-serine + tRNA(Ser) = AMP + diphosphate + L-seryl-tRNA(Ser).	\N	\N	Glycine, serine and threonine metabolism	Amino Acid Metabolism	METABOLIC
276971	1.1.1.1	Alcohol dehydrogenase.	An alcohol + NAD(+) = an aldehyde or ketone + NADH.	Zinc or Iron.	\N	Bile acid biosynthesis	Lipid Metabolism	METABOLIC
